Spec,Size,Remove,Is Real.,Total,
specs/prioritized_arbiter.spectra, 50, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 1, true, 5.146, 
specs/prioritized_arbiter.spectra, 50, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 6, true, 5.743, 
specs/prioritized_arbiter.spectra, 50, 7, true, 5.056, 
specs/prioritized_arbiter.spectra, 50, 8, true, 5.636, 
specs/prioritized_arbiter.spectra, 50, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 10, true, 5.733, 
specs/prioritized_arbiter.spectra, 50, 11, true, 5.956, 
specs/prioritized_arbiter.spectra, 50, 12, true, 5.895, 
specs/prioritized_arbiter.spectra, 50, 113, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 1, true, 19.917, 
specs/prioritized_arbiter.spectra, 75, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 6, true, 18.520, 
specs/prioritized_arbiter.spectra, 75, 7, true, 16.571, 
specs/prioritized_arbiter.spectra, 75, 8, true, 19.197, 
specs/prioritized_arbiter.spectra, 75, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 10, true, 19.936, 
specs/prioritized_arbiter.spectra, 75, 11, true, 19.375, 
specs/prioritized_arbiter.spectra, 75, 12, true, 19.253, 
specs/prioritized_arbiter.spectra, 75, 163, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 1, true, 49.137, 
specs/prioritized_arbiter.spectra, 100, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 6, true, 47.002, 
specs/prioritized_arbiter.spectra, 100, 7, true, 42.785, 
specs/prioritized_arbiter.spectra, 100, 8, true, 51.013, 
specs/prioritized_arbiter.spectra, 100, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 10, true, 51.874, 
specs/prioritized_arbiter.spectra, 100, 11, true, 53.080, 
specs/prioritized_arbiter.spectra, 100, 12, true, 51.768, 
specs/prioritized_arbiter.spectra, 100, 213, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 1, true, 164.012, 
specs/prioritized_arbiter.spectra, 125, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 6, true, 153.473, 
specs/prioritized_arbiter.spectra, 125, 7, true, 148.849, 
specs/prioritized_arbiter.spectra, 125, 8, true, 154.895, 
specs/prioritized_arbiter.spectra, 125, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 10, true, 158.008, 
specs/prioritized_arbiter.spectra, 125, 11, true, 151.202, 
specs/prioritized_arbiter.spectra, 125, 12, true, 148.565, 
specs/prioritized_arbiter.spectra, 125, 263, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 6, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 7, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 8, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 10, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 11, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 12, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 313, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 6, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 7, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 8, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 10, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 11, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 12, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 363, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 6, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 7, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 8, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 10, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 11, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 12, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 200, 413, class java.util.concurrent.TimeoutException
