Spec,Size,Remove,Is Real.,Total,
specs/prioritized_arbiter.spectra, 50, -1, true, 55.520, 
specs/prioritized_arbiter.spectra, 50, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 50, 1, true, 6.501, 
specs/prioritized_arbiter.spectra, 50, 2, true, 55.187, 
specs/prioritized_arbiter.spectra, 50, 3, true, 53.226, 
specs/prioritized_arbiter.spectra, 50, 4, true, 202.845, 
specs/prioritized_arbiter.spectra, 50, 5, true, 59.277, 
specs/prioritized_arbiter.spectra, 50, 6, true, 7.135, 
specs/prioritized_arbiter.spectra, 50, 7, true, 5.686, 
specs/prioritized_arbiter.spectra, 50, 8, true, 6.208, 
specs/prioritized_arbiter.spectra, 50, 9, true, 55.701, 
specs/prioritized_arbiter.spectra, 50, 10, true, 6.524, 
specs/prioritized_arbiter.spectra, 50, 11, true, 9.665, 
specs/prioritized_arbiter.spectra, 50, 12, true, 6.378, 
specs/prioritized_arbiter.spectra, 50, 113, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, -1, true, 310.342, 
specs/prioritized_arbiter.spectra, 75, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 1, true, 22.343, 
specs/prioritized_arbiter.spectra, 75, 2, true, 293.112, 
specs/prioritized_arbiter.spectra, 75, 3, true, 301.483, 
specs/prioritized_arbiter.spectra, 75, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 75, 5, true, 301.451, 
specs/prioritized_arbiter.spectra, 75, 6, true, 22.530, 
specs/prioritized_arbiter.spectra, 75, 7, true, 19.916, 
specs/prioritized_arbiter.spectra, 75, 8, true, 22.630, 
specs/prioritized_arbiter.spectra, 75, 9, true, 326.386, 
specs/prioritized_arbiter.spectra, 75, 10, true, 23.697, 
specs/prioritized_arbiter.spectra, 75, 11, true, 38.808, 
specs/prioritized_arbiter.spectra, 75, 12, true, 25.416, 
specs/prioritized_arbiter.spectra, 75, 163, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 1, true, 72.647, 
specs/prioritized_arbiter.spectra, 100, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 6, true, 61.627, 
specs/prioritized_arbiter.spectra, 100, 7, true, 59.109, 
specs/prioritized_arbiter.spectra, 100, 8, true, 63.427, 
specs/prioritized_arbiter.spectra, 100, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 100, 10, true, 102.132, 
specs/prioritized_arbiter.spectra, 100, 11, true, 98.110, 
specs/prioritized_arbiter.spectra, 100, 12, true, 68.851, 
specs/prioritized_arbiter.spectra, 100, 213, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 1, true, 195.132, 
specs/prioritized_arbiter.spectra, 125, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 6, true, 171.973, 
specs/prioritized_arbiter.spectra, 125, 7, true, 174.291, 
specs/prioritized_arbiter.spectra, 125, 8, true, 183.484, 
specs/prioritized_arbiter.spectra, 125, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 125, 10, true, 275.950, 
specs/prioritized_arbiter.spectra, 125, 11, true, 284.297, 
specs/prioritized_arbiter.spectra, 125, 12, true, 240.650, 
specs/prioritized_arbiter.spectra, 125, 263, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 6, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 7, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 8, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 9, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 10, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 11, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 12, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 150, 313, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, -1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 0, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 1, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 2, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 3, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 4, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 5, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 6, class java.util.concurrent.TimeoutException
specs/prioritized_arbiter.spectra, 175, 7, class java.util.concurrent.TimeoutException
