Spec,Time,Best?,Annotation
/home/ubuntu/evaluation_fse2025/syntech/Connect4NoDiagonal3X3.spectra, class java.util.concurrent.TimeoutException
/home/ubuntu/evaluation_fse2025/syntech/SmartNeighborhood.spectra, class java.util.concurrent.TimeoutException
/home/ubuntu/evaluation_fse2025/syntech/RobotsMPChangingGoals3.spectra, 1.405,true,,
/home/ubuntu/evaluation_fse2025/syntech/team-8/variant-1.spectra, 0.996,false,@symmetry { ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.1 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.0 ***  tar2[1] -> tar1[1] ***  tar1[0] -> tar3[0] ***  tar3[1] -> tar2[1] ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.2 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.1 ***  tar1[1] -> tar3[1] ***  tar2[0] -> tar1[0] ***  tar3[0] -> tar2[0] ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.0 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.2 ***},
/home/ubuntu/evaluation_fse2025/syntech/team-8/Robot.spectra, 0.076,true,,
/home/ubuntu/evaluation_fse2025/syntech/team-8/variant-3.spectra, 10.849,false,@symmetry { ***  tar3[0] -> tar1[0] ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.3 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.4 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.1 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.2 ***  sfa_states_9 -> sfa_states_7 ***  tar2red -> tar3red ***  tar2[1] -> tar3[1] ***  tar2[0] -> tar3[0] ***  tar3red -> tar1red ***  tar3[1] -> tar1[1] ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.4 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.5 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.0 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.1 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.2 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.0 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.5 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.3 ***  sfa_states_7 -> sfa_states_8 ***  tar1[0] -> tar2[0] ***  tar1[1] -> tar2[1] ***  tar1red -> tar2red ***  sfa_states_8 -> sfa_states_9 ***},
/home/ubuntu/evaluation_fse2025/syntech/team-8/Junction.spectra, class java.util.concurrent.TimeoutException
/home/ubuntu/evaluation_fse2025/syntech/team-8/variant-2.spectra, 1.810,false,@symmetry { ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.2 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.0 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.3 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.1 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.5 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.3 ***  tar1[0] -> tar3[0] ***  tar2[0] -> tar1[0] ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.4 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.2 ***  SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.1 -> SYS_CONSTRAINT.P_is_false_after_Q_until_R.state.5 ***  tar1[1] -> tar3[1] ***  tar3[0] -> tar2[0] ***  tar3[1] -> tar2[1] ***  SYS_CONSTRAINT.S_responds_to_P_globally.state.0 -> SYS_CONSTRAINT.S_responds_to_P_globally.state.4 ***  tar2[1] -> tar1[1] ***},
/home/ubuntu/evaluation_fse2025/syntech/team-8/Cleaner.spectra, 0.226,false,,
/home/ubuntu/evaluation_fse2025/syntech/CatsandMiceJealousSpec.spectra, 116.347,true,@symmetry { ***  indexes: 1..2 ***  arrays: boatmice***boatcats***miceA***miceB***catsA***catsB ***},
/home/ubuntu/evaluation_fse2025/syntech/SmartHome2.spectra, class java.util.concurrent.TimeoutException
/home/ubuntu/evaluation_fse2025/syntech/BusBossMain.spectra, class java.util.concurrent.TimeoutException
/home/ubuntu/evaluation_fse2025/syntech/ElevatorLTL_386_Elevator.spectra, 0.052,true,,
/home/ubuntu/evaluation_fse2025/syntech/RobotsMPFixedGoals3.spectra, 0.482,true,,
/home/ubuntu/evaluation_fse2025/syntech/NationalPark.spectra, 0.307,true,,
